Date ,Shift,SPPH,Dump Truck,Exca,Tonase,Jam Dumping,Loading Point,Dumping Point,Jarak (m),Pengukuran,Jenis BB,Group,Status,Input Type,Input By,Nama Operator
9/25/2024,Shift 2,SGJ1,DT 017 SGJ,Exca 001 SGJ,24.18,02:08.3,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group A,Rehandling Antar Stock Blok Barat,Checker,Miri Kusmiran,Radi Imparno
9/25/2024,Shift 2,SGJ1,DT 017 SGJ,Exca 001 SGJ,24.28,35:57.5,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group A,Rehandling Antar Stock Blok Barat,Checker,Miri Kusmiran,Radi Imparno
9/25/2024,Shift 2,SGJ1,DT 023 SGJ,Exca 007 SGJ,20.08,07:49.2,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Budiman SH
9/25/2024,Shift 2,SGJ1,DT 023 SGJ,Exca 007 SGJ,24.52,51:11.7,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Budiman SH
9/25/2024,Shift 2,SGJ1,DT 023 SGJ,Exca 007 SGJ,24.38,11:24.0,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Budiman SH
9/25/2024,Shift 2,SGJ1,DT 023 SGJ,Exca 007 SGJ,21.46,43:27.5,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Budiman SH
9/25/2024,Shift 2,SGJ1,DT 023 SGJ,Exca 007 SGJ,20.26,46:02.6,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Budiman SH
9/25/2024,Shift 2,SGJ1,DT 025 SGJ,Exca 004 SGJ,25.38,51:07.5,TS CCP,RF 10,4300,Timbangan,MT 47,Group A,Rehandling Blok Barat,Checker,Ridwan Yunis,Dian Rahman
9/25/2024,Shift 2,SGJ1,DT 026 SGJ,Exca 001 SGJ,23.41,46:29.4,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group A,Rehandling Antar Stock Blok Barat,Checker,Miri Kusmiran,Jurejra Sabitra
9/25/2024,Shift 2,SGJ2,DT 033 SGJ,Exca 007 SGJ,26.44,20:56.5,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Jumali B
9/25/2024,Shift 2,SGJ2,DT 033 SGJ,Exca 007 SGJ,29.36,56:22.6,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Jumali B
9/25/2024,Shift 2,SGJ2,DT 033 SGJ,Exca 007 SGJ,26.66,25:46.2,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Jumali B
9/25/2024,Shift 2,SGJ2,DT 033 SGJ,Exca 007 SGJ,24.9,02:10.2,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Jumali B
9/25/2024,Shift 2,SGJ2,DT 036 SGJ,Exca 007 SGJ,28.2,53:26.7,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Fajar Merlansyah
9/25/2024,Shift 2,SGJ2,DT 036 SGJ,Exca 007 SGJ,26.78,17:06.8,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Fajar Merlansyah
9/25/2024,Shift 2,SGJ2,DT 036 SGJ,Exca 007 SGJ,24.5,49:40.9,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Fajar Merlansyah
9/25/2024,Shift 2,SGJ2,DT 036 SGJ,Exca 007 SGJ,26.06,47:46.4,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Fajar Merlansyah
9/25/2024,Shift 2,SGJ2,DT 037 SGJ,Exca 007 SGJ,27.61,55:33.2,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Yopi Wijaya
9/25/2024,Shift 2,SGJ2,DT 037 SGJ,Exca 007 SGJ,26.91,22:00.0,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,Yusuf Tarami,Yopi Wijaya
9/25/2024,Shift 2,SGJ2,DT 037 SGJ,Exca 007 SGJ,27.75,29:11.4,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Yopi Wijaya
9/25/2024,Shift 2,SGJ2,DT 037 SGJ,Exca 007 SGJ,25.89,13:25.1,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Yopi Wijaya
9/25/2024,Shift 2,SGJ2,DT 038 SGJ,Exca 007 SGJ,26.92,24:02.3,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Zakaria
9/25/2024,Shift 2,SGJ2,DT 038 SGJ,Exca 007 SGJ,28.16,57:16.1,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Zakaria
9/25/2024,Shift 2,SGJ2,DT 038 SGJ,Exca 007 SGJ,26.84,38:20.3,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Zakaria
9/25/2024,Shift 2,SGJ2,DT 038 SGJ,Exca 007 SGJ,26.48,23:26.5,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Zakaria
9/25/2024,Shift 2,SGJ2,DT 040 SGJ,Exca 007 SGJ,27.78,16:40.9,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Ahmad Mulidin
9/25/2024,Shift 2,SGJ2,DT 040 SGJ,Exca 005 PIM,28.28,53:56.3,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Ahmad Mulidin
9/25/2024,Shift 2,SGJ2,DT 040 SGJ,Exca 005 PIM,26.56,26:48.0,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Ahmad Mulidin
9/25/2024,Shift 2,SGJ2,DT 040 SGJ,Exca 005 PIM,26.52,23:56.9,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Ahmad Mulidin
9/25/2024,Shift 2,SGJ2,DT 041 SGJ,Exca 003 SGJ,23.6,59:38.1,TS Beringin,LS CHF Sumsel,2000,Timbangan,BTA 43,Group A,Rehandling Blok Timur,Checker,Vandrizal Yulianto,Dedy Firnando
9/25/2024,Shift 2,SGJ2,DT 042 SGJ,Exca 005 PIM,26.78,14:10.1,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Maringan Ganda Tua Siahaan
9/25/2024,Shift 2,SGJ2,DT 043 SGJ,Exca 007 SGJ,25.7,12:48.7,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Muhammad Zuher Romadhon
9/25/2024,Shift 2,SGJ2,DT 043 SGJ,Exca 005 PIM,27.52,52:57.6,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Muhammad Zuher Romadhon
9/25/2024,Shift 2,SGJ2,DT 043 SGJ,Exca 005 PIM,28.34,18:10.1,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Muhammad Zuher Romadhon
9/25/2024,Shift 2,SGJ2,DT 043 SGJ,Exca 005 PIM,25.64,52:57.8,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Muhammad Zuher Romadhon
9/25/2024,Shift 2,SGJ2,DT 043 SGJ,Exca 005 PIM,28.06,57:57.5,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Muhammad Zuher Romadhon
9/25/2024,Shift 2,SGJ2,DT 044 SGJ,Exca 007 SGJ,21.96,10:21.1,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Jasman
9/25/2024,Shift 2,SGJ2,DT 044 SGJ,Exca 005 PIM,29.02,14:02.0,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Jasman
9/25/2024,Shift 2,SGJ2,DT 044 SGJ,Exca 005 PIM,26.08,49:20.0,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Jasman
9/25/2024,Shift 2,SGJ2,DT 044 SGJ,Exca 005 PIM,25.52,50:39.7,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Jasman
9/25/2024,Shift 2,SGJ2,DT 046 SGJ,Exca 003 SGJ,25.9,56:20.6,TS Beringin,LS CHF Sumsel,2000,Timbangan,BTA 43,Group A,Rehandling Blok Timur,Checker,Vandrizal Yulianto,Susanto AG
9/25/2024,Shift 2,SGJ2,DT 049 SGJ,Exca 005 PIM,25.96,14:53.9,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Aji Akbar
9/25/2024,Shift 2,SGJ2,DT 049 SGJ,Exca 005 PIM,27.8,02:30.9,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Aji Akbar
9/25/2024,Shift 2,SGJ2,DT 050 SGJ,Exca 005 SGJ,30.46,52:11.8,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Gun Mas Aji
9/25/2024,Shift 2,SGJ2,DT 050 SGJ,Exca 005 SGJ,29.7,13:38.3,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Gun Mas Aji
9/25/2024,Shift 2,SGJ2,DT 050 SGJ,Exca 005 SGJ,23.92,08:12.6,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Gun Mas Aji
9/25/2024,Shift 2,SGJ2,DT 052 SGJ,Exca 007 SGJ,28.1,28:44.2,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,David Chang
9/25/2024,Shift 2,SGJ2,DT 052 SGJ,Exca 005 SGJ,25.74,57:48.8,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,David Chang
9/25/2024,Shift 2,SGJ2,DT 052 SGJ,Exca 005 SGJ,26.78,44:00.2,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,David Chang
9/25/2024,Shift 2,SGJ2,DT 052 SGJ,Exca 005 SGJ,24.34,45:26.1,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,David Chang
9/25/2024,Shift 2,SGJ2,DT 053 SGJ,Exca 005 SGJ,27.88,52:35.9,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Jumali A
9/25/2024,Shift 2,SGJ2,DT 053 SGJ,Exca 005 SGJ,28.02,29:41.5,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Jumali A
9/25/2024,Shift 2,SGJ2,DT 053 SGJ,Exca 005 SGJ,23.04,30:03.0,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Jumali A
9/25/2024,Shift 2,SGJ2,DT 054 SGJ,Exca 007 SGJ,26.4,19:32.0,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Panca Herli
9/25/2024,Shift 2,SGJ2,DT 054 SGJ,Exca 005 SGJ,28.04,54:14.4,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Panca Herli
9/25/2024,Shift 2,SGJ2,DT 054 SGJ,Exca 005 SGJ,28.64,30:00.6,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Panca Herli
9/25/2024,Shift 2,SGJ2,DT 054 SGJ,Exca 005 SGJ,27.32,34:16.6,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Panca Herli
9/25/2024,Shift 2,SGJ2,DT 055 SGJ,Exca 007 SGJ,25.58,08:34.9,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Zulfakar Bullah
9/25/2024,Shift 2,SGJ2,DT 055 SGJ,Exca 005 PIM,26.42,34:13.1,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Zulfakar Bullah
9/25/2024,Shift 2,SGJ2,DT 055 SGJ,Exca 005 SGJ,27.18,06:49.6,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Zulfakar Bullah
9/25/2024,Shift 2,SGJ2,DT 055 SGJ,Exca 005 SGJ,27.18,55:05.9,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Zulfakar Bullah
9/25/2024,Shift 2,SGJ2,DT 055 SGJ,Exca 005 SGJ,26.26,58:56.6,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Zulfakar Bullah
9/25/2024,Shift 2,SGJ2,DT 056 SGJ,Exca 005 SGJ,25.78,56:46.2,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Andi Saputra
9/25/2024,Shift 2,SGJ2,DT 056 SGJ,Exca 005 SGJ,27.22,17:41.4,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Andi Saputra
9/25/2024,Shift 2,SGJ2,DT 056 SGJ,Exca 005 SGJ,25.46,53:47.8,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Andi Saputra
9/25/2024,Shift 2,SGJ2,DT 056 SGJ,Exca 007 SGJ,26.64,13:00.0,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,Reci Restaulika,Andi Saputra
9/25/2024,Shift 2,SGJ2,DT 056 SGJ,Exca 005 SGJ,25.54,55:24.5,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Andi Saputra
9/25/2024,Shift 2,SGJ2,DT 057 SGJ,Exca 005 SGJ,27.24,07:12.3,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Elviansyah
9/25/2024,Shift 2,SGJ2,DT 057 SGJ,Exca 005 SGJ,24.76,37:16.6,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Elviansyah
9/25/2024,Shift 2,SGJ2,DT 057 SGJ,Exca 005 SGJ,25.94,34:35.0,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Elviansyah
9/25/2024,Shift 2,SGJ3,DT 061 SGJ,Exca 001 SGJ,18.77,45:37.1,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group A,Rehandling Antar Stock Blok Barat,Checker,Miri Kusmiran,Aris Munandar
9/25/2024,Shift 2,SGJ3,DT 063 SGJ,Exca 004 SGJ,21.38,57:56.2,TS CCP,RF 10,4300,Timbangan,MT 47,Group A,Rehandling Blok Barat,Checker,Ridwan Yunis,Herianto
9/25/2024,Shift 2,SGJ3,DT 065 SGJ,Exca 001 SGJ,23.1,22:51.2,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group A,Rehandling Antar Stock Blok Barat,Checker,Miri Kusmiran,Muhammad Rum
9/25/2024,Shift 2,SGJ3,DT 065 SGJ,Exca 006 SGJ,18.78,58:28.2,TLS 2,RF 10,15000,Timbangan,AL 42,Group A,Rehandling Antar Stock Blok Barat,Checker,Ridwan Yunis,Muhammad Rum
9/25/2024,Shift 2,SGJ3,DT 066 SGJ,Exca 001 SGJ,23.88,59:34.7,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group A,Rehandling Antar Stock Blok Barat,Checker,Miri Kusmiran,Redi Asuwan
9/25/2024,Shift 2,SGJ3,DT 068 SGJ,Exca 006 SGJ,22.67,27:48.3,TLS 2,RF 10,15000,Timbangan,AL 42,Group A,Rehandling Antar Stock Blok Barat,Checker,Ridwan Yunis,Herwanto
9/25/2024,Shift 2,SGJ3,DT 075 SGJ,Exca 006 SGJ,21.62,56:04.1,TLS 2,RF 10,15000,Timbangan,AL 42,Group A,Rehandling Antar Stock Blok Barat,Checker,Ridwan Yunis,Prayoga
9/25/2024,Shift 2,SGJ3,DT 076 SGJ,Exca 005 PIM,23.68,28:55.3,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Eka Darmansyah
9/25/2024,Shift 2,SGJ3,DT 076 SGJ,Exca 005 PIM,24.2,30:26.9,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Eka Darmansyah
9/25/2024,Shift 2,SGJ3,DT 079 SGJ,Exca 006 SGJ,22.16,52:30.6,TLS 2,RF 10,15000,Timbangan,AL 42,Group A,Rehandling Antar Stock Blok Barat,Checker,Ridwan Yunis,Sumidi
9/25/2024,Shift 2,SGJ3,DT 080 SGJ,Exca 001 SGJ,21.45,53:01.9,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group A,Rehandling Antar Stock Blok Barat,Checker,Miri Kusmiran,Muhammad Rully
9/25/2024,Shift 2,SGJ3,DT 081 SGJ,Exca 001 SGJ,22.77,58:27.3,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group A,Rehandling Antar Stock Blok Barat,Checker,Miri Kusmiran,Tata Yonandi
9/25/2024,Shift 2,SGJ3,DT 084 SGJ,Exca 007 SGJ,21.84,06:39.5,LS DH 4,DH 4,800,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Ngatiman
9/25/2024,Shift 2,SGJ3,DT 084 SGJ,Exca 005 SGJ,27.62,59:29.3,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Ngatiman
9/25/2024,Shift 2,SGJ3,DT 084 SGJ,Exca 005 SGJ,24.58,36:42.6,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Ngatiman
9/25/2024,Shift 2,SGJ3,DT 084 SGJ,Exca 005 SGJ,22.92,45:04.0,LS DH 4,DH 4,8000,Timbangan,BB 51,Group A,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Ngatiman
9/25/2024,Shift 2,SGJ3,DT 086 SGJ,Exca 006 SGJ,23.88,56:23.5,TLS 2,RF 10,15000,Timbangan,AL 42,Group A,Rehandling Antar Stock Blok Barat,Checker,Ridwan Yunis,Pirmansyah
