Date,Shift,SPPH,Dump Truck,Exca,Tonase,Jam Dumping,Loading Point,Dumping Point,Jarak (m),Pengukuran,Jenis BB,Group,Status,Input Type,Input By,Nama Operator
2024-09-24,Shift 2,SGJ3,DT 074 SGJ,Exca 001 SGJ,21.18,13:26:19.457,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group B,Rehandling Antar Stock Blok Barat,Checker,Rahmad Hidayat,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 075 SGJ,Exca 001 SGJ,22.81,11:05:13.866,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group B,Rehandling Antar Stock Blok Barat,Checker,Rahmad Hidayat,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 075 SGJ,Exca 001 SGJ,22.01,11:53:56.224,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group B,Rehandling Antar Stock Blok Barat,Checker,Rahmad Hidayat,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 075 SGJ,Exca 001 SGJ,23.79,13:36:49.213,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group B,Rehandling Antar Stock Blok Barat,Checker,Rahmad Hidayat,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 078 SGJ,Exca 006 SGJ,21.63,11:05:50.323,TLS 2,RF 10,18000,Timbangan,AL 42,Group B,Rehandling Antar Stock Blok Barat,Checker,Ridwan Yunis,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 079 SGJ,Exca 001 SGJ,21.2,10:40:00.533,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group B,Rehandling Antar Stock Blok Barat,Checker,Rahmad Hidayat,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 079 SGJ,Exca 001 SGJ,22.64,11:45:07.934,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group B,Rehandling Antar Stock Blok Barat,Checker,Rahmad Hidayat,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 079 SGJ,Exca 001 SGJ,22.74,13:41:07.374,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group B,Rehandling Antar Stock Blok Barat,Checker,Rahmad Hidayat,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 080 SGJ,Exca 001 SGJ,23.01,10:22:02.772,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group B,Rehandling Antar Stock Blok Barat,Checker,Rahmad Hidayat,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 080 SGJ,Exca 001 SGJ,22.91,11:11:10.082,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group B,Rehandling Antar Stock Blok Barat,Checker,Rahmad Hidayat,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 080 SGJ,Exca 001 SGJ,21.69,11:53:32.812,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group B,Rehandling Antar Stock Blok Barat,Checker,Rahmad Hidayat,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 080 SGJ,Exca 001 SGJ,20.91,13:44:13.353,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group B,Rehandling Antar Stock Blok Barat,Checker,Rahmad Hidayat,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 081 SGJ,Exca 001 SGJ,21.87,10:29:25.071,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group B,Rehandling Antar Stock Blok Barat,Checker,Rahmad Hidayat,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 081 SGJ,Exca 006 SGJ,20.76,11:06:24.171,TLS 2,RF 10,18000,Timbangan,AL 42,Group B,Rehandling Antar Stock Blok Barat,Checker,Ridwan Yunis,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 081 SGJ,Exca 001 SGJ,23.43,13:38:53.193,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group B,Rehandling Antar Stock Blok Barat,Checker,Rahmad Hidayat,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 082 SGJ,Exca 006 SGJ,23.76,10:30:35.592,TLS 2,RF 10,18000,Timbangan,AL 42,Group B,Rehandling Antar Stock Blok Barat,Checker,Ridwan Yunis,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 082 SGJ,Exca 001 SGJ,25.02,11:44:08.950,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group B,Rehandling Antar Stock Blok Barat,Checker,Rahmad Hidayat,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 083 SGJ,Exca 007 SGJ,24.3,08:53:28.843,LS DH 4,DH 4,800,Timbangan,BB 51,Group B,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 083 SGJ,Exca 007 SGJ,23.44,09:29:41.354,LS DH 4,DH 4,800,Timbangan,BB 51,Group B,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 083 SGJ,Exca 007 SGJ,20.8,10:37:29.439,LS DH 4,DH 4,800,Timbangan,BB 51,Group B,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 083 SGJ,Exca 007 SGJ,22.7,11:12:19.701,LS DH 4,DH 4,800,Timbangan,BB 51,Group B,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 083 SGJ,Exca 007 SGJ,24.42,11:45:09.210,LS DH 4,DH 4,800,Timbangan,BB 51,Group B,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 083 SGJ,Exca 007 SGJ,24.18,11:57:41.671,LS DH 4,DH 4,800,Timbangan,BB 51,Group B,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 084 SGJ,Exca 007 SGJ,23.14,10:37:03.117,LS DH 4,DH 4,800,Timbangan,BB 51,Group B,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 084 SGJ,Exca 007 SGJ,19.96,13:38:11.321,LS DH 4,DH 4,800,Timbangan,BB 51,Group B,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 085 SGJ,Exca 001 SGJ,25.16,10:16:42.013,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group B,Rehandling Antar Stock Blok Barat,Checker,Rahmad Hidayat,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 085 SGJ,Exca 001 SGJ,23.5,11:18:45.177,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group B,Rehandling Antar Stock Blok Barat,Checker,Rahmad Hidayat,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 087 SGJ,Exca 001 SGJ,24.78,10:22:14.677,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group B,Rehandling Antar Stock Blok Barat,Checker,Rahmad Hidayat,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 087 SGJ,Exca 001 SGJ,22.2,11:10:49.612,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group B,Rehandling Antar Stock Blok Barat,Checker,Rahmad Hidayat,Unknown Operator
2024-09-24,Shift 2,SGJ3,DT 087 SGJ,Exca 006 SGJ,23.1,11:53:12.714,TLS 2,RF 10,18000,Timbangan,AL 42,Group B,Rehandling Antar Stock Blok Barat,Checker,Ridwan Yunis,Unknown Operator
2024-09-24,Shift 2,SPARE,DT 028 SGJ,Exca 004 SGJ,23.75,10:53:01.418,TS CCP,RF 10,4300,Timbangan,MT 47,Group B,Rehandling Blok Barat,Checker,Ridwan Yunis,Unknown Operator
2024-09-24,Shift 2,SPARE,DT 028 SGJ,Exca 004 SGJ,23.85,11:27:15.658,TS CCP,RF 10,4300,Timbangan,MT 47,Group B,Rehandling Blok Barat,Checker,Ridwan Yunis,Unknown Operator
2024-09-24,Shift 2,SPARE,DT 059 SGJ,Exca 005 PIM,24.36,07:59:00.000,LS DH 4,DH 4,800,Timbangan,BB 51,Group B,Rehandling Antar Stock Blok Timur,Checker,Hasan Tarami,Unknown Operator
2024-09-24,Shift 2,SPARE,DT 059 SGJ,Exca 005 PIM,23,08:24:00.053,LS DH 4,DH 4,800,Timbangan,BB 51,Group B,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Unknown Operator
2024-09-24,Shift 2,SPARE,DT 059 SGJ,Exca 007 SGJ,24.08,08:53:40.135,LS DH 4,DH 4,800,Timbangan,BB 51,Group B,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Unknown Operator
2024-09-24,Shift 2,SPARE,DT 059 SGJ,Exca 007 SGJ,24.24,09:53:59.539,LS DH 4,DH 4,800,Timbangan,BB 51,Group B,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Unknown Operator
2024-09-24,Shift 2,SPARE,DT 059 SGJ,Exca 007 SGJ,20.48,13:12:06.612,LS DH 4,DH 4,800,Timbangan,BB 51,Group B,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Unknown Operator
2024-09-24,Shift 2,SPARE,DT 059 SGJ,Exca 007 SGJ,21.02,13:26:36.591,LS DH 4,DH 4,800,Timbangan,BB 51,Group B,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Unknown Operator
2024-09-24,Shift 2,SPARE,DT 059 SGJ,Exca 007 SGJ,23.54,13:56:09.426,LS DH 4,DH 4,800,Timbangan,BB 51,Group B,Rehandling Antar Stock Blok Timur,Checker,M. Iqbal Wijayanto,Unknown Operator
2024-09-24,Shift 2,SPARE,DT 089 SGJ,Exca 001 SGJ,24.74,11:11:33.949,Elevasi 35 Utara,TLS 2,4500,Timbangan,MT 47,Group B,Rehandling Antar Stock Blok Barat,Checker,Rahmad Hidayat,Unknown Operator
2024-09-24,Shift 2,SPARE,DT 089 SGJ,Exca 006 SGJ,21.51,13:47:36.751,TLS 2,RF 10,18000,Timbangan,AL 42,Group B,Rehandling Antar Stock Blok Barat,Checker,Ridwan Yunis,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-31 PAB,Exca 3010-20 PAB,29.5,16:22:57.682,TS CCP,LS Lavender,15000,Bypass,MT 49,Group C,FOB MV,Checker,Denies Sandha,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-31 PAB,Exca 3010-20 PAB,29.5,21:47:10.449,TS CCP,LS Lavender,15000,Bypass,MT 49,Group C,FOB MV,Checker,Ar-Rofi Aryan,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-32 PAB,Exca 3010-20 PAB,29.5,21:48:10.194,TS CCP,LS Lavender,15000,Bypass,MT 49,Group C,FOB MV,Checker,Ar-Rofi Aryan,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-33 PAB,Exca 3010-20 PAB,29.5,21:08:50.059,TS CCP,LS Lavender,15000,Bypass,MT 49,Group C,FOB MV,Checker,Ar-Rofi Aryan,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-34 PAB,Exca 3010-20 PAB,29.5,21:54:16.525,TS CCP,LS Lavender,15000,Bypass,MT 49,Group C,FOB MV,Checker,Ar-Rofi Aryan,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-35 PAB,Exca 3010-20 PAB,29.5,21:48:21.064,TS CCP,LS Lavender,15000,Bypass,MT 49,Group C,FOB MV,Checker,Ar-Rofi Aryan,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-37 PAB,Exca 3010-20 PAB,29.5,21:25:08.244,TS CCP,LS Lavender,15000,Bypass,MT 49,Group C,FOB MV,Checker,Ar-Rofi Aryan,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-38 PAB,Exca 006 PIM,27.582923,14:14:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-38 PAB,Exca 006 PIM,27.582923,14:44:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-38 PAB,Exca 006 PIM,27.582923,15:38:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-38 PAB,Exca 006 PIM,27.582923,16:13:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-38 PAB,Exca 006 PIM,27.582923,16:47:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-38 PAB,Exca 006 PIM,27.582923,19:04:36.947,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-38 PAB,Exca 006 PIM,27.582923,20:09:06.569,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-38 PAB,Exca 006 PIM,27.582923,20:35:26.393,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-38 PAB,Exca 006 PIM,27.582923,21:06:18.476,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-39 PAB,Exca 006 PIM,27.582923,14:24:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-39 PAB,Exca 006 PIM,27.582923,14:50:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-39 PAB,Exca 006 PIM,27.582923,15:22:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-39 PAB,Exca 006 PIM,27.582923,16:02:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-39 PAB,Exca 006 PIM,27.582923,16:44:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-39 PAB,Exca 006 PIM,27.582923,19:29:30.443,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-39 PAB,Exca 006 PIM,27.582923,20:12:54.079,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-39 PAB,Exca 006 PIM,27.582923,20:48:54.245,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-39 PAB,Exca 006 PIM,27.582923,21:16:52.382,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-39 PAB,Exca 006 PIM,27.582923,21:55:15.501,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-40 PAB,Exca 006 PIM,27.582923,14:15:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-40 PAB,Exca 006 PIM,27.582923,15:20:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-40 PAB,Exca 006 PIM,27.582923,15:56:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-40 PAB,Exca 006 PIM,27.582923,16:39:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-40 PAB,Exca 006 PIM,27.582923,19:28:22.580,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-40 PAB,Exca 006 PIM,27.582923,20:10:15.221,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-40 PAB,Exca 006 PIM,27.582923,20:46:53.020,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-40 PAB,Exca 006 PIM,27.582923,21:14:55.161,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-40 PAB,Exca 006 PIM,27.582923,21:44:23.941,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-41 PAB,Exca 006 PIM,27.582923,14:27:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-41 PAB,Exca 006 PIM,27.582923,14:53:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-41 PAB,Exca 006 PIM,27.582923,15:22:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-41 PAB,Exca 006 PIM,27.582923,15:47:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-41 PAB,Exca 006 PIM,27.582923,16:24:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-41 PAB,Exca 006 PIM,27.582923,16:48:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-41 PAB,Exca 006 PIM,27.582923,19:08:40.521,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-41 PAB,Exca 006 PIM,27.582923,19:53:31.666,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-41 PAB,Exca 006 PIM,27.582923,20:30:24.344,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-41 PAB,Exca 006 PIM,27.582923,21:21:32.810,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-42 PAB,Exca 006 PIM,27.582923,19:55:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Ridzky Adjanka,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-42 PAB,Exca 006 PIM,27.582923,20:31:59.377,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-42 PAB,Exca 006 PIM,27.582923,20:57:09.433,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-42 PAB,Exca 006 PIM,27.582923,21:28:41.554,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-42 PAB,Exca 006 PIM,27.582923,21:53:47.649,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Beta Putra,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-43 PAB,Exca 005 PIM,29.5,14:25:19.753,LS DH 4,LS 4,3500,Bypass,BB 51,Group C,Rehandling Antar Stock Blok Timur,Checker,Awang Dayal,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-43 PAB,Exca 005 PIM,29.5,14:50:54.472,LS DH 4,LS 4,3500,Bypass,BB 51,Group C,Rehandling Antar Stock Blok Timur,Checker,Awang Dayal,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-43 PAB,Exca 005 PIM,29.5,15:35:50.711,LS DH 4,LS 4,3500,Bypass,BB 51,Group C,Rehandling Antar Stock Blok Timur,Checker,Awang Dayal,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-43 PAB,Exca 005 PIM,29.5,15:53:54.585,LS DH 4,LS 4,3500,Bypass,BB 51,Group C,Rehandling Antar Stock Blok Timur,Checker,Awang Dayal,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-43 PAB,Exca 005 PIM,29.5,16:26:07.008,LS DH 4,LS 4,3500,Bypass,BB 51,Group C,Rehandling Antar Stock Blok Timur,Checker,Awang Dayal,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-43 PAB,Exca 005 PIM,29.5,16:47:57.964,LS DH 4,LS 4,3500,Bypass,BB 51,Group C,Rehandling Antar Stock Blok Timur,Checker,Awang Dayal,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-45 PAB,Exca 3010-20 PAB,29.5,16:41:14.605,TS CCP,LS Lavender,15000,Bypass,MT 49,Group C,FOB MV,Checker,Denies Sandha,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-45 PAB,Exca 3010-20 PAB,29.5,21:27:37.648,TS CCP,LS Lavender,15000,Bypass,MT 49,Group C,FOB MV,Checker,Ar-Rofi Aryan,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-46 PAB,Exca 3010-20 PAB,29.5,15:53:44.912,TS CCP,LS Lavender,15000,Bypass,MT 49,Group C,FOB MV,Checker,Denies Sandha,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-46 PAB,Exca 3010-20 PAB,29.5,21:09:37.385,TS CCP,LS Lavender,15000,Bypass,MT 49,Group C,FOB MV,Checker,Ar-Rofi Aryan,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-47PAB,Exca 006 PIM,27.582923,14:00:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-47PAB,Exca 006 PIM,27.582923,14:37:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-47PAB,Exca 006 PIM,27.582923,15:24:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-47PAB,Exca 006 PIM,27.582923,16:04:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-47PAB,Exca 006 PIM,27.582923,16:47:00.000,TS Merbau,DH 5,3500,Beltscale,BTB 47,Group C,Rehandling Blok Timur,Checker,Yusuf Tarami,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-48 PAB,Exca 005 PIM,29.5,14:13:50.831,LS DH 4,LS 4,3500,Bypass,BB 51,Group C,Rehandling Antar Stock Blok Timur,Checker,Awang Dayal,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-48 PAB,Exca 005 PIM,29.5,14:33:51.906,LS DH 4,LS 4,3500,Bypass,BB 51,Group C,Rehandling Antar Stock Blok Timur,Checker,Awang Dayal,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-48 PAB,Exca 005 PIM,29.5,15:01:16.969,LS DH 4,LS 4,3500,Bypass,BB 51,Group C,Rehandling Antar Stock Blok Timur,Checker,Awang Dayal,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-48 PAB,Exca 005 PIM,29.5,15:35:58.032,LS DH 4,LS 4,3500,Bypass,BB 51,Group C,Rehandling Antar Stock Blok Timur,Checker,Awang Dayal,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-48 PAB,Exca 005 PIM,29.5,16:01:18.105,LS DH 4,LS 4,3500,Bypass,BB 51,Group C,Rehandling Antar Stock Blok Timur,Checker,Awang Dayal,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-48 PAB,Exca 005 PIM,29.5,16:30:04.331,LS DH 4,LS 4,3500,Bypass,BB 51,Group C,Rehandling Antar Stock Blok Timur,Checker,Awang Dayal,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-50 PAB,Exca 3010-20 PAB,29.5,21:25:29.022,TS CCP,LS Lavender,15000,Bypass,MT 49,Group C,FOB MV,Checker,Ar-Rofi Aryan,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-51 PAB,Exca 3010-20 PAB,29.5,16:35:38.148,TS CCP,LS Lavender,15000,Bypass,MT 49,Group C,FOB MV,Checker,Denies Sandha,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-51 PAB,Exca 3010-20 PAB,29.5,21:36:18.041,TS CCP,LS Lavender,15000,Bypass,MT 49,Group C,FOB MV,Checker,Ar-Rofi Aryan,Unknown Operator
2024-09-24,Shift 3,BAK,DT 3010-52 PAB,Exca 3010-19 PAB,29.5,20:02:59.034,TS CCP,LS Lavender,15000,Bypass,MT 49,Group C,FOB MV,Checker,Ar-Rofi Aryan,Unknown Operator
